Name,TID,InfoTID,BuildingClass,SecondaryTargetingClass,ShopBuildingClass,SWF,ExportName,ExportNameNpc,ExportNameConstruction,ExportNameLocked,BuildTimeD,BuildTimeH,BuildTimeM,BuildTimeS,BuildResource,BuildCost,TownHallLevel,TownHallLevel2,Width,Height,Icon,ExportNameBuildAnim,ExportNameUpgradeAnim,MaxStoredGold,MaxStoredElixir,MaxStoredDarkElixir,MaxStoredWarGold,MaxStoredWarElixir,MaxStoredWarDarkElixir,MaxStoredGold2,MaxStoredElixir2,PercentageStoredGold,PercentageStoredElixir,PercentageStoredDarkElixir,LootOnDestruction,Bunker,Village2Housing,HousingSpace,HousingSpaceAlt,ProducesResource,ResourcePer100Hours,ResourceMax,ResourceIconLimit,UnitProduction,UpgradesUnits,ProducesUnitsOfType,BoostCost,FreeBoost,Hitpoints,RegenTime,AttackRange,AltAttackMode,AltAttackRange,PrepareSpeed,AttackSpeed,AltAttackSpeed,CoolDownOverride,DPS,AltDPS,Damage,PreferredTarget,PreferredTargetDamageMod,RandomHitPosition,DestroyEffect,DestroyDamageEffect,AttackEffect,AttackEffect2,ChainAttackDistance,AttackEffectAlt,HitEffect,Projectile,AltProjectile,ExportNameDamaged,BuildingW,BuildingH,BaseGfx,ExportNameBase,AirTargets,GroundTargets,AltAirTargets,AltGroundTargets,AltMultiTargets,AmmoCount,AmmoResource,AmmoCost,MinAttackRange,DamageRadius,PushBack,WallCornerPieces,LoadAmmoEffect,NoAmmoEffect,ToggleAttackModeEffect,PickUpEffect,PlacingEffect,CanNotSellLast,DefenderCharacter,DefenderCount,DefenderZ,AltDefenderZ,DestructionXP,Locked,StartingHomeCount,Hidden,AOESpell,AOESpellAlternate,TriggerRadius,ExportNameTriggered,AppearEffect,ForgesSpells,ForgesMiniSpells,IsHeroBarrack,HeroType,IncreasingDamage,DPSLv2,DPSLv3,DPSMulti,Lv2SwitchTime,Lv3SwitchTime,AttackEffectLv2,AttackEffectLv3,TransitionEffectLv2,TransitionEffectLv3,AltNumMultiTargets,PreventsHealing,StrengthWeight,AlternatePickNewTargetDelay,AltBuildResource,SpeedMod,StatusEffectTime,ShockwavePushStrength,ShockwaveArcLength,ShockwaveExpandRadius,TargetingConeAngle,AimRotateStep,PenetratingProjectile,PenetratingRadius,PenetratingExtraRange,TurnSpeed,NeedsAim,TargetGroups,TargetGroupsRadius,HitSpell,HitSpellLevel,ExportNameBeamStart,ExportNameBeamEnd,Damage2,Damage2Radius,Damage2Delay,Damage2Min,Damage2FalloffStart,Damage2FalloffEnd,HitEffect2,WakeUpSpeed,WakeUpSpace,PreAttackEffect,ShareHeroCombatData,BurstCount,BurstDelay,AltBurstCount,AltBurstDelay,DummyProjectileCount,DieDamage,DieDamageRadius,DieDamageEffect,DieDamageDelay,IsRed,VillageType,WallBlockX,WallBlockY,RedMul,GreenMul,BlueMul,RedAdd,GreenAdd,BlueAdd,DefenceTroopCount,DefenceTroopCharacter,DefenceTroopCharacter2,DefenceTroopLevel,AmountCanBeUpgraded,SelfAsAoeCenter,NewTargetAttackDelay,GearUpBuilding,GearUpLevelRequirement,GearUpResource,GearUpCost,GearUpTime,GearUpTID
,,,,,,,adv_training_camp_lvl4,,,,,,,1,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,35,,1,,,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,adv_training_camp_lvl5,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,40,,1,,,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,adv_training_camp_lvl6,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,45,,1,,,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,adv_training_camp_lvl7,,,,,,,1,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1,,,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,adv_training_camp_lvl8,,,,,,,1,,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,adv_training_camp_lvl9,,,,,,,1,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,,,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,adv_training_camp_lvl10,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,,,1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double Cannon,TID_BUILDING_DOUBLE_CANNON,TID_DOUBLE_CANNON_INFO,Defense,,,sc/buildings2.sc,doubleCannon_lvl1,,basic_turret_const,,,,,1,Gold2,1,2,2,3,3,,goldmine_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,600,1,700,,,,1600,,800,,,50,,,,Building Destroyed,,Double Cannon Attack Small,,,,Generic Hit,DoubleCannonball1,,rockWood_destructed_tiles3,2,2,,basic_cannon2_lvl1_base,false,true,,,,,,,,,,,,,,Double Cannon Pickup,Double Cannon Placing,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,192,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,doubleCannon_lvl2,,,,,,,1,,1,3,3,,,,goldmine_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,690,,,,,,,,,,,55,,,,,,Double Cannon Attack Small,,,,,DoubleCannonball2,,,,,,basic_cannon2_lvl2_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,doubleCannon_lvl3,,,,,,,1,,1,3,3,,,,goldmine_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,794,,,,,,,,,,,61,,,,,,Double Cannon Attack Small,,,,,DoubleCannonball3,,,,,,basic_cannon2_lvl3_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,doubleCannon_lvl4,,,,,,,1,,1,4,4,,,,goldmine_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,913,,,,,,,,,,,67,,,,,,Double Cannon Attack Small,,,,,DoubleCannonball4,,,,,,basic_cannon2_lvl4_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,doubleCannon_lvl6,,,,,,,1,,1,5,5,,,,goldmine_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,74,,,,,,Double Cannon Attack Medium,,,,,DoubleCannonball6,,,,,,basic_cannon2_lvl7_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,doubleCannon_lvl8,,,,,,,1,,1,6,6,,,,goldmine_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,1208,,,,,,,,,,,81,,,,,,Double Cannon Attack Large,,,,,DoubleCannonball8,,,,,,basic_cannon2_lvl8_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,doubleCannon_lvl9,,,,,,,1,,1,7,7,,,,goldmine_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,1389,,,,,,,,,,,89,,,,,,Double Cannon Attack Large,,,,,DoubleCannonball9,,,,,,basic_cannon2_lvl9_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,doubleCannon_lvl10,,,,,,,1,,1,8,8,,,,alliance_castle_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,1597,,,,,,,,,,,98,,,,,,Double Cannon Attack Large,,,,,DoubleCannonball10,,,,,,basic_cannon2_lvl9_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop Housing2,TID_BUILDING_HOUSING,TID_HOUSING2_INFO,Army,,,sc/buildings2.sc,adv_fireplace_lvl1_3x3,,basic_turret_const,adv_fireplace_broken_3x3,,,,1,Elixir2,1,1,1,3,3,,barracks_upg,,,,,,,,,,,,,,,20,,,,,,,,,,,,300,1,,,,,,,,,,,,,,Building Destroyed,,,,,,,,,rockWood_destructed_tiles3,2,2,,adv_fireplace_lvl1_base,,,,,,,,,,,,,,,,Troop Housing Pickup,Troop Housing Placing,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,245,245,255,0,0,10,,,,,,,,,,,,,
Tesla Tower2,TID_BUILDING_TESLA_TOWER2,TID_TESLA_TOWER2_INFO,Defense,,,sc/buildings.sc,teslatower_lvl1_setup,,teslatower_const,,,,,1,Gold2,1,3,3,2,2,,teslatower_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,300,1,700,,,,600,,,,,25,,,,Building Destroyed,,Tesla Attack_1,,,,Tesla Hit,,,wood_destructed_tiles2,1,1,-1,,true,true,,,,,,,,,,,,,,Tesla Pickup,Tesla Placing,,,,,,,,,true,,,600,teslatower_lvl1,Tesla Appear,,,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl2_setup,,,,,,,1,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,,,,,,,,28,,,,,,Tesla Attack_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl2,,,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl3_setup,,,,,,,1,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,,,,,,,31,,,,,,Tesla Attack_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl3,,,,,,,,,,,,,,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl4_setup,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,,,,,,,,,,,34,,,,,,Tesla Attack_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl4,,,,,,,,,,,,,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl5_setup,,,,,,,1,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,,,,,,,,,,,37,,,,,,Tesla Attack_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl5,,,,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl6_setup,,,,,,,1,,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,,,,,,,,,,,41,,,,,,Tesla Attack_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl6,,,,,,,,,,,,,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl7_setup,,,,,,,1,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,,,,,,,,,,,45,,,,,,Tesla Attack_4,Tesla Attack_4_Secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl7,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl8_setup,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,50,,,,,,Tesla Attack_4,Tesla Attack_8_Secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl8,,,,,,,,,,,,,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannon2,TID_BUILDING_CANNON2,TID_CANNON2_INFO,Defense,,,sc/buildings.sc,basic_turret_lvl1,,basic_turret_const,,,,,1,Gold2,1,1,1,3,3,,goldmine_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,900,,,,800,,,,,50,,,,Building Destroyed,,Cannon Attack,,,,Generic Hit,Cannonball,,rockWood_destructed_tiles3,2,2,,basic_cannon_lvl1_base,false,true,,,,,,,,,,,,,,Basic Turret Pickup,Basic Turret Placing,true,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,basic_turret_lvl2,,,,,,,1,,1,3,3,,,,goldmine_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,575,,,,,,,,,,,55,,,,,,Cannon Attack,,,,,Cannonball2,,,,,,basic_cannon_lvl2_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,basic_turret_lvl3,,,,,,,1,,1,3,3,,,,goldmine_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,661,,,,,,,,,,,61,,,,,,Cannon Attack,,,,,Cannonball2,,,,,,basic_cannon_lvl3_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,basic_turret_lvl4,,,,,,,1,,1,4,4,,,,goldmine_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,67,,,,,,Cannon Attack,,,,,Cannonball4,,,,,,basic_cannon_lvl4_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,basic_turret_lvl5,,,,,,,1,,1,5,5,,,,goldmine_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,874,,,,,,,,,,,74,,,,,,Cannon Attack Large,,,,,Cannonball4,,,,,,basic_cannon_lvl5_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,basic_turret_lvl6,,,,,,,1,,1,6,6,,,,goldmine_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,,,,81,,,,,,Cannon Attack Large,,,,,Cannonball5,,,,,,basic_cannon_lvl6_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,basic_turret_lvl7,,,,,,,1,,1,7,7,,,,goldmine_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,1156,,,,,,,,,,,89,,,,,,Cannon Attack Large,,,,,Cannonball5,,,,,,basic_cannon_lvl7_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,basic_turret_lvl8,,,,,,,1,,1,8,8,,,,alliance_castle_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,1329,,,,,,,,,,,98,,,,,,Cannon Attack Large,,,,,Cannonball7,,,,,,basic_cannon_lvl8_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi Mortar,TID_BUILDING_MULTI_MORTAR,TID_MULTI_MORTAR_INFO,Defense,,,sc/buildings2.sc,multi_mortar_lvl1,,mortar_const,,,,,1,Gold2,1,5,5,3,3,,mortar_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,1300,,,,5000,,3000,,,25,,,true,Building Destroyed,,Multi Mortar Attack,,,,Multi Mortar Hit,Mortar2 Ammo1,,rockWood_destructed_tiles3,2,2,,newVillage_multi_mortar_lvl1,false,true,,,,,,,400,300,,,,,,Multi Mortar Pickup,Multi Mortar Placing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,500,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,multi_mortar_lvl2,,,,,,,1,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,,,,,,,,,,,28,,,,,,Multi Mortar Attack,,,,Multi Mortar Hit,Mortar2 Ammo2,,,,,,newVillage_multi_mortar_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,multi_mortar_lvl3,,,,,,,1,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,,,,,,,,,,,31,,,,,,Multi Mortar Attack,,,,Multi Mortar Hit,Mortar2 Ammo2,,,,,,newVillage_multi_mortar_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,multi_mortar_lvl4,,,,,,,1,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,34,,,,,,Multi Mortar Attack,,,,Multi Mortar Hit,Mortar2 Ammo2,,,,,,newVillage_multi_mortar_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,multi_mortar_lvl5,,,,,,,1,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874,,,,,,,,,,,37,,,,,,Multi Mortar Attack,,,,Multi Mortar Hit,Mortar2 Ammo3,,,,,,newVillage_multi_mortar_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,multi_mortar_lvl6,,,,,,,1,,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,,,,41,,,,,,Multi Mortar Attack,,,,Multi Mortar Hit,Mortar2 Ammo4,,,,,,newVillage_multi_mortar_lvl4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,multi_mortar_lvl7,,,,,,,1,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156,,,,,,,,,,,45,,,,,,Multi Mortar Attack,,,,Multi Mortar Hit,Mortar2 Ammo5,,,,,,newVillage_multi_mortar_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,multi_mortar_lvl8,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329,,,,,,,,,,,50,,,,,,Multi Mortar Attack,,,,Multi Mortar Hit,Mortar2 Ammo5,,,,,,newVillage_multi_mortar_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratory2,TID_BUILDING_TELESCOPE,TID_TELESCOPE_INFO,Army,,,sc/buildings2.sc,Telescope_lvl1,,spell_factory_const,Telescope_broken,,,,1,Elixir2,1,1,1,4,4,,laboratory_upg,,,,,,,,,,,,,,,,,,,,,,,true,,,,650,1,,,,,,,,,,,,,,Building Destroyed,,,,,,,,,wood_destructed_state4,3,3,,newVillage_lab_lvl1,,,,,,,,,,,,,,,,Laboratory Pickup,Laboratory Placing,true,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Telescope_lvl2,,,,,,,1,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,newVillage_lab_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Telescope_lvl3,,,,,,,1,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,newVillage_lab_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Telescope_lvl4,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,newVillage_lab_lvl4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Telescope_lvl5,,,,,,,1,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,newVillage_lab_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Telescope_lvl6,,,,,,,1,,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,newVillage_lab_lvl6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Telescope_lvl7,,,,,,,1,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,newVillage_lab_lvl6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Telescope_lvl8,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2388,,,,,,,,,,,,,,,,,,,,,,,,,,,,newVillage_lab_lvl6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worker Building2,TID_WORKER2_BUILDING,TID_WORKER2_INFO,Worker2,,,sc/buildings2.sc,new_builders_hut,,air_mortar_const,,,,,1,Diamonds,1,1,1,2,2,,teslatower_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,300,1,,,,,,,,,,,,,,Building Destroyed,,,,,,,,,rockWood_destructed_tiles2,1,1,,worker_building_base,,,,,,,,,,,,,,,,Worker Building Pickup,Worker Building Placing,true,,,,,,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
